iter	CrossEntropy
209	0.4309576454
210	0.4308579457
211	0.4306361328
212	0.430444103
213	0.4303565407
214	0.4302196398
215	0.4301873239
216	0.4299252663
217	0.4298221546
218	0.4295955924
219	0.4294907495
220	0.4293319243
221	0.4292081269
222	0.4291176971
223	0.4288448265
224	0.4287452375
225	0.4285635398
226	0.4284233449
227	0.4281682944
228	0.4279986125
229	0.4277153937
230	0.4275704627
231	0.4274623919
232	0.4272139173
233	0.4270940616
234	0.4269329023
235	0.4267947625
236	0.4266311413
237	0.4263139838
238	0.4261868982
239	0.4260637274
240	0.4258612738
241	0.42577255
242	0.4256985203
243	0.4254933934
244	0.4253905298
245	0.4251896759
246	0.425058765
247	0.4249939267
248	0.4248407272
249	0.4246649641
250	0.424553685
251	0.4243840372
252	0.4242974348
253	0.4242413585
254	0.4241300316
255	0.4239716239
256	0.4238996575
257	0.4237907581
258	0.4236593438
259	0.4234910172
260	0.4234122655
261	0.4234002831
262	0.4233263473
263	0.4231656283
264	0.4230395615
265	0.422875077
266	0.4228065579
267	0.422664741
268	0.4225030867
269	0.4224544247
270	0.4223889696
271	0.4222979146
272	0.4221786953
273	0.4220322268
274	0.4218674174
275	0.4217344799
276	0.4215993605
277	0.4214204896
278	0.421314126
279	0.4212318888
280	0.4209549835
281	0.4208400971
282	0.4206998788
283	0.4205430508
284	0.4204088364
285	0.4201421312
286	0.420011802
287	0.4199949564
288	0.4198594905
289	0.4197323334
290	0.4195731438
291	0.4195167237
292	0.4194054438
293	0.4193707862
294	0.4191960079
295	0.4190580598
296	0.4189805697
297	0.4187880749
298	0.4186698767
299	0.4186075426
300	0.4185239299
301	0.418415532
302	0.4183147823
303	0.4182097773
304	0.4180133641
305	0.4179111428
306	0.4178846439
307	0.4177870549
308	0.4176960463
309	0.4175176273
310	0.4173962103
311	0.4172929383
312	0.4171159277
313	0.4168610819
314	0.4167003417
315	0.4166033742
316	0.4165333315
317	0.4163702601
318	0.4161762037
319	0.4160480481
320	0.4158718389
321	0.415785748
322	0.4156787141
323	0.4155273932
324	0.4153561058
325	0.4150146833
326	0.4148626465
327	0.4146313684
328	0.4144236795
329	0.4140755558
330	0.4139122493
331	0.4137291103
332	0.4135391862
333	0.4133456348
334	0.4131727611
335	0.4130509637
336	0.4129020467
337	0.4127766397
338	0.4126923896
339	0.4125856824
340	0.4124836104
341	0.4122192151
342	0.4119644635
343	0.4118746223
344	0.411767697
345	0.4116677632
346	0.4114136621
347	0.4112591927
348	0.4110440894
349	0.4108405739
350	0.4108304218
351	0.4104928115
352	0.4102417966
353	0.4099092354
354	0.4097445363
355	0.4095653971
356	0.4093403364
357	0.4090721048
358	0.4089572876
359	0.4087367464
360	0.4084098746
361	0.4082732654
362	0.4080484709
363	0.4079726818
364	0.4078167749
365	0.4076934718
366	0.4075489645
367	0.4074043637
368	0.407192393
369	0.4069603858
370	0.4068186947
371	0.4065131262
372	0.4061373923
373	0.4060166297
374	0.4057816057
375	0.4056137413
376	0.4053471927
377	0.4049584454
378	0.4047540232
379	0.4045788075
380	0.4044343559
381	0.4042904467
382	0.4040713063
383	0.4038838346
384	0.4036134025
385	0.4034456033
386	0.4031532978
387	0.4028749286
388	0.4026256098
389	0.4024685503
390	0.4023758566
391	0.4021615659
392	0.4020245337
393	0.4017841225
394	0.4015094069
395	0.4012207649
396	0.401123601
397	0.401012622
398	0.4007700595
399	0.4005427623
400	0.4003364427
401	0.4001174464
402	0.3999489003
403	0.3997314571
404	0.3996435237
405	0.3995203452
406	0.3993343278
407	0.3992423864
408	0.399083087
409	0.398997339
410	0.398862674
411	0.398678111
412	0.3985503403
413	0.3983368366
414	0.3982631189
415	0.3980202096
416	0.3979108599
417	0.3976254685
418	0.3975317604
419	0.397335245
420	0.3971606065
421	0.3969918018
422	0.3968565212
423	0.3965316535
424	0.3963844046
425	0.3962070611
426	0.3960583825
427	0.3958961088
428	0.395532748
429	0.3953404161
430	0.3950128771
431	0.3948990557
432	0.3945935574
433	0.3943786214
434	0.3941818089
435	0.3939967945
436	0.3937477952
437	0.3935298933
438	0.393417096
439	0.3933043614
440	0.3932210504
441	0.3930597491
442	0.3929208382
443	0.3927510031
444	0.392579194
445	0.3924955156
446	0.3923782594
447	0.3922185213
448	0.3920702852
449	0.3919761362
450	0.3918982242
451	0.3917818095
452	0.3915782591
453	0.391349225
454	0.3912287539
455	0.3910833194
456	0.3909359923
457	0.3908290221
458	0.3904574444
459	0.3903369784
460	0.3902005481
461	0.3900574978
462	0.389939777
463	0.3896811625
464	0.389583585
465	0.3893900437
466	0.3892834905
467	0.3889448095
468	0.3885818483
469	0.3884334721
470	0.388254569
471	0.3879831222
472	0.3878662021
473	0.3877641005
474	0.3876639817
475	0.3875989828
476	0.3874545814
477	0.3872929257
478	0.3871876582
479	0.3867615841
480	0.3865574212
481	0.3863153871
482	0.3861712567
483	0.3860151965
484	0.3859832813
485	0.3858591322
486	0.3856970064
487	0.385406691
488	0.3852789399
489	0.3852075978
490	0.3850607239
491	0.3848176412
492	0.3847032441
493	0.3844640043
494	0.3843669532
495	0.3840367196
496	0.3839585086
497	0.3838860714
498	0.3837855034
499	0.383642019
500	0.3835388701
501	0.3833074213
502	0.3831269318
503	0.3829902236
504	0.3829118282
505	0.3827677941
506	0.3826286568
507	0.3825220128
508	0.3823655629
509	0.3822159336
510	0.381915645
511	0.3818772304
512	0.3817627497
513	0.3815824402
514	0.3814976475
515	0.3813408068
516	0.381224353
517	0.381028126
518	0.3809576697
519	0.3808953266
520	0.3808502932
521	0.3806392621
522	0.3804755918
523	0.3802606587
524	0.3801695382
525	0.3800942376
526	0.3799600516
527	0.3798348355
528	0.3795233019
529	0.3794339397
530	0.3792258184
531	0.3789946334
532	0.3788356327
533	0.3787005105
534	0.3784778126
535	0.3783245209
536	0.3781422715
537	0.377986079
538	0.3779356195
539	0.3778394383
540	0.377593433
541	0.3774773908
542	0.3772993222
543	0.3772167321
544	0.3770314091
545	0.3768913726
546	0.3767792653
547	0.3764907397
548	0.3762110512
549	0.3760379339
550	0.3758044463
551	0.3757077443
552	0.3755773703
553	0.3754601709
554	0.3752964993
555	0.374938566
556	0.3748269978
557	0.3747218869
558	0.374655027
559	0.3745270508
560	0.3744456711
561	0.3743862608
562	0.3743177258
563	0.3740957758
564	0.3738971594
565	0.3736497831
566	0.3735283609
567	0.3734761967
568	0.3733889495
569	0.3733046332
570	0.3732017394
571	0.3730600955
572	0.3729656101
573	0.3727909846
574	0.372689725
575	0.3725649843
576	0.3724496454
577	0.3722392392
578	0.3720621668
579	0.3719506163
580	0.3717859243
581	0.3716698669
582	0.3715754316
583	0.3714894172
584	0.371358071
585	0.3712072623
586	0.3709573443
587	0.3709434842
588	0.3708248893
589	0.3706845637
590	0.3705976132
591	0.3704917826
592	0.3703294906
593	0.3701582556
594	0.3699852979
595	0.3698328031
596	0.3697812501
597	0.3695899559
598	0.3695046662
599	0.3693563739
600	0.3691948498
601	0.3690686106
602	0.3689300562
603	0.3687207732
604	0.3685410482
605	0.3683190568
606	0.368154137
607	0.3680015515
608	0.3679294851
609	0.3677931912
610	0.3677620883
611	0.3676803658
612	0.3675924646
613	0.3675345445
614	0.3674204527
615	0.3673463563
616	0.3672590474
617	0.3671210909
618	0.3670130884
619	0.3669285759
620	0.3667396165
621	0.3666185027
622	0.3665328654
623	0.3664536066
624	0.3664252465
625	0.3663730692
626	0.3663022487
627	0.3662425395
628	0.3661099162
629	0.3659870443
630	0.3658665228
631	0.3657428751
632	0.3655859489
633	0.365423444
634	0.3652854382
635	0.3651496803
636	0.3650308625
637	0.3648751798
638	0.3647624928
639	0.3646740458
640	0.3645448584
641	0.3644527554
642	0.3644028717
643	0.3642863525
644	0.3641166603
645	0.3639874243
646	0.363871987
647	0.363609688
648	0.3634952183
649	0.3634116008
650	0.3633569176
651	0.3632478246
652	0.3630978186
653	0.3629987585
654	0.3627473494
655	0.3625451261
656	0.362456134
657	0.3622834154
658	0.3621573103
659	0.3620134052
660	0.3619096384
661	0.3618158192
662	0.361587975
663	0.3614718889
664	0.3614393216
665	0.3613780616
666	0.3612773918
667	0.3611367858
668	0.3609917218
669	0.3609017933
670	0.3608287722
671	0.3605403328
672	0.3603895479
673	0.3601293013
674	0.3599876846
675	0.3597898556
676	0.3596113004
677	0.3594947399
678	0.3593889952
679	0.3591655001
680	0.3590939807
681	0.3589896252
682	0.3588626573
683	0.3586526781
684	0.3584360971
685	0.3582667499
686	0.3581859368
687	0.3580938276
688	0.3580158344
689	0.3578440439
690	0.3576162968
691	0.3575474779
692	0.3573767021
693	0.3572426319
694	0.3571136931
695	0.3570057486
696	0.3569188941
697	0.3567895505
698	0.3566644723
699	0.3565322068
700	0.3562298383
701	0.3561110515
702	0.3560176745
703	0.3559548228
704	0.35566394
705	0.3555778363
706	0.3554848157
707	0.3553771416
708	0.3552921879
709	0.355135882
710	0.3550023605
711	0.354956112
712	0.3548887001
713	0.3547794357
714	0.3546162533
715	0.3545867743
716	0.354474139
717	0.3542008845
718	0.3540456723
719	0.353962507
720	0.3539123773
721	0.3538406016
722	0.3537631932
723	0.3536027823
724	0.3534388667
725	0.3533368065
726	0.3532242177
727	0.3530638231
728	0.3529124264
729	0.3527638946
730	0.3526990313
731	0.3525539937
732	0.3523992738
733	0.3522572082
734	0.3520803987
735	0.351925524
736	0.3518612158
737	0.3516363387
738	0.3514416689
739	0.3514184083
740	0.3513518
741	0.3512452558
742	0.3511662959
743	0.3510643015
744	0.3509492363
745	0.3508844664
746	0.3507819885
747	0.3506784343
748	0.3505137699
749	0.3504314267
750	0.3501666098
751	0.3500189968
752	0.3498808122
753	0.3497831003
754	0.3496948094
755	0.3494361549
756	0.349305786
757	0.3491198763
758	0.3490827105
759	0.3489909967
760	0.3487984967
761	0.3487130532
762	0.3486072948
763	0.3485091972
764	0.3484896874
765	0.3484618788
766	0.3483784416
767	0.3482547052
768	0.3481992533
769	0.348128435
770	0.3479798712
771	0.3477850786
772	0.3477126788
773	0.347590726
774	0.3474564769
775	0.347349686
776	0.3473141876
777	0.3472366513
778	0.3472136134
779	0.3471379083
780	0.3469624748
781	0.3468961934
782	0.3468555222
783	0.3467683857
784	0.3467048559
785	0.3465761547
786	0.3464388894
787	0.3464101379
788	0.3463700692
789	0.346311979
790	0.3461747445
791	0.3460512312
792	0.3459579199
793	0.3457540475
794	0.345570159
795	0.3454752204
796	0.3454004963
797	0.3452411658
798	0.3451616282
799	0.345032879
800	0.3447720964
801	0.3447081441
802	0.3446173266
803	0.3445038625
804	0.344413944
805	0.3442967924
806	0.344157449
807	0.3440443923
808	0.3439814598
809	0.3438838693
810	0.3437510324
811	0.3436574161
812	0.3436062142
813	0.343529475
814	0.3434877337
815	0.3434241818
816	0.3433069375
817	0.3432116491
818	0.3431026583
819	0.3430330385
820	0.3429913817
821	0.3428748954
822	0.3426041748
823	0.342541267
824	0.3425037773
825	0.3424085494
826	0.3423573792
827	0.3422584593
828	0.3420080176
829	0.3419579789
830	0.3418787688
831	0.3418031917
832	0.3417356826
833	0.3417091187
834	0.3415681503
835	0.3414246988
836	0.3412992806
837	0.341138714
838	0.3410262864
839	0.3409689391
840	0.3408605056
841	0.340749787
842	0.3407197697
843	0.3406500434
844	0.3403672585
845	0.3403223343
846	0.3402125132
847	0.3401575462
848	0.3400574872
849	0.3399570107
850	0.3399038378
851	0.3398262342
852	0.3397495347
853	0.3395685025
854	0.3394157054
855	0.3393244313
856	0.3392808752
857	0.3391880373
858	0.3391420575
859	0.3390341887
860	0.3389865636
861	0.3389422073
862	0.3388408897
863	0.3387666745
864	0.3386668523
865	0.3385327983
866	0.3383996622
867	0.3382450381
868	0.3381686998
869	0.3381356712
870	0.3380083355
871	0.3379631915
872	0.3378413326
873	0.3377792131
874	0.33760869
875	0.337489039
876	0.3374423651
877	0.3373533459
878	0.3372880616
879	0.3372469649
880	0.3371330484
881	0.3370897656
882	0.3370090017
883	0.3368722171
884	0.336762493
885	0.3365659528
886	0.3365083658
887	0.3364403298
888	0.3362777009
889	0.3362452718
890	0.3361685183
891	0.3361106572
892	0.336079331
893	0.3360517462
894	0.3360039607
895	0.3359357571
896	0.3358801856
897	0.3355987561
898	0.3355739971
899	0.3355261301
900	0.3354578082
901	0.3353140173
902	0.3352600841
903	0.3352058734
904	0.3351752936
905	0.3350637354
906	0.335007818
907	0.3349096102
908	0.3347754647
909	0.3347074355
910	0.334499801
911	0.3343420279
912	0.3343091149
913	0.3342040271
914	0.3341316567
915	0.3340519117
916	0.3340060865
917	0.3339227181
918	0.3338351994
919	0.3337944077
920	0.3336536972
921	0.3335096159
922	0.3333845604
923	0.3333156734
924	0.3332038591
925	0.3331231005
926	0.3330418127
927	0.333028167
928	0.3329357712
929	0.3328758404
930	0.3328208634
931	0.3326853743
932	0.3325760407
933	0.3325165695
934	0.3324489991
935	0.3324125555
936	0.3323215587
937	0.3322409973
938	0.3322199371
939	0.3321755776
940	0.3320414074
941	0.3319674303
942	0.3319188599
943	0.3318542538
944	0.3318374837
945	0.3317391444
946	0.3316755249
947	0.3316093017
948	0.3315192589
949	0.3314735451
950	0.3312998389
951	0.3312263065
952	0.3312039301
953	0.3311940132
954	0.3310852455
955	0.3309842514
956	0.3309545739
957	0.3309210824
958	0.3308523122
959	0.3308172494
960	0.3307764369
961	0.3306157358
962	0.3305829231
963	0.3305527758
964	0.3304952832
965	0.3304119963
966	0.330366931
967	0.3303016774
968	0.330188425
969	0.3301173481
970	0.3300291515
971	0.3299261934
972	0.3298893562
973	0.3298585978
974	0.3297946757
975	0.3297834165
976	0.3297153506
977	0.3296037756
978	0.3295526217
979	0.3295308816
980	0.3294562367
981	0.329287428
982	0.3292097701
983	0.329060964
984	0.3289928397
985	0.3288926023
986	0.328831314
987	0.3287210932
988	0.328553563
989	0.3284820027
990	0.3283782893
991	0.3282629592
992	0.3280804175
993	0.3280007423
994	0.3279230753
995	0.3278877562
996	0.3277730044
997	0.3277026206
998	0.3275797907
999	0.3275072499
1000	0.3273911055
1001	0.327339535
1002	0.3272783173
1003	0.3271922339
1004	0.3271225547
1005	0.3270328598
1006	0.3268406
1007	0.3268233096
1008	0.3265446579
1009	0.3264439306
1010	0.3263970155
1011	0.3263138121
1012	0.3262657534
1013	0.3262002419
1014	0.3260938548
1015	0.3259992702
1016	0.3259322694
1017	0.3258880006
1018	0.3258425667
1019	0.3257748951
1020	0.3256998322
1021	0.3256291145
1022	0.3255084478
1023	0.325461614
1024	0.325346139
1025	0.3252953431
1026	0.3251452005
1027	0.325108697
1028	0.3250327993
1029	0.3249934578
1030	0.324933489
1031	0.3248329942
1032	0.3247999654
1033	0.32468494
1034	0.3245917465
1035	0.3243737895
1036	0.3243103314
1037	0.3242764944
1038	0.3242636551
1039	0.3241682007
1040	0.3240441815
1041	0.3239170829
1042	0.3237188238
1043	0.3236282607
1044	0.3235861276
1045	0.3235135949
1046	0.3233915861
1047	0.323302837
1048	0.3232019075
1049	0.3230102104
1050	0.3229149642
1051	0.3229063976
1052	0.3228295934
1053	0.3226666497
1054	0.3226281932
1055	0.3225473301
1056	0.3224825925
1057	0.322395374
1058	0.3223617997
1059	0.3222794085
1060	0.3222496286
1061	0.3222139102
1062	0.3221267675
1063	0.3219928721
1064	0.3218532967
1065	0.3218103083
1066	0.3217394425
1067	0.3216594825
1068	0.3216123033
1069	0.3215643404
1070	0.3215455031
1071	0.3214972084
1072	0.3213782707
1073	0.3212519546
1074	0.3212187479
1075	0.3211595463
1076	0.3210729023
1077	0.3210120403
1078	0.320934369
1079	0.3208735348
1080	0.3208470514
1081	0.3207807312
1082	0.3207558806
1083	0.3206680429
1084	0.3206484767
1085	0.3205706366
1086	0.3205023436
1087	0.3204772183
1088	0.3203594639
1089	0.3203172864
1090	0.3201713284
1091	0.3201332654
1092	0.3200783274
1093	0.319943273
1094	0.3198835034
1095	0.3198088121
1096	0.3196673325
